Image Caption,Image URL
Thói quen làm tăng nguy cơ ung thư phổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/1105-yte-24-htbpsthoiquenlamtangnguycoungthuphoib-2-anchuan-1604557606581212961653816045578786417240152571604557906184244396316-1604586481978.png
Nhận diện tổn thương tiền ung thư cổ tử cung,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604937696456.jpg
Những dấu hiệu sớm phát hiện ung thư phổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/07/10/ungthuphoi-11-1594373637086.jpg
Ai cần tầm soát ung thư gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/03/02/ungthugan-11-1583165338806.jpg
Nguy hại do xơ gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/08/08/ungthugan-109-1596898812843.jpg
"Trẻ mới 12 tuổi đã mắc ung thư gan, cha mẹ cần cảnh giác",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/img-7942-2-1604569514702.jpg
"Khí hư mùi tanh hôi, loạn kinh có phải dấu hiệu ung thư?",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/1701285-d-8-b-26-ce-4670-f-3-dcdba-4722-bdauvungkin-1604572541908.jpg
Lưu ý biểu hiện chứng đau đầu ở bệnh nhân ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/luu-y-bieu-hien-chung-dau-dau-o-benh-nhan-ung-thudocx-1604573480653.png
"Chủ quan với dấu hiệu đơn giản, người đàn ông mắc 2 ung thư hàng đầu",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/chu-quan-voi-dau-hieu-don-gian-nguoi-dan-ong-mac-2-ung-thu-hang-dau-1-1604573789812.jpg
Ung thư tuyến tiền liệt không còn đáng sợ?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604938351133.png
Anh chế ra vắc xin trị 2 loại ung thư gây chết người nhiều nhất thế giới,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/anh-che-ra-vacxin-tri-2-loai-ung-thu-gay-chet-nguoi-nhieu-nhat-the-gioi-1-1604932693091.jpg
Đặt túi ngực có làm tăng nguy cơ bị ung thư vú?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/04/tuinguc-21604473276879-1604479589469.jpeg
Stress tâm lý gây ung thư?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604938454275.jpg
Phụ nữ có mô vú đặc nguy cơ ung thư vú cao,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/phu-nu-co-mo-vu-dac-nguy-co-ung-thu-vu-cao-1-1604932591184.jpg
Triệu chứng phổ biến cảnh báo ung thư thận,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/05/trieu-chung-pho-bien-canh-bao-ung-thu-than-1-1604574547811.jpg
Phần lớn người mắc ung thư xương không có yếu tố nguy cơ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/03/painfulkneejoint-1604411138948.jpg
Nam thanh niên bị ung thư gan từ u máu lành tính trong gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/2-1604938638274.jpg
"Tưởng ăn khỏe, người phụ nữ Hà Nội vô tình nuôi khối u khủng",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/03/truoc-mo-1604374248503.jpg
"Tưởng bị tắc sữa, người mẹ trẻ bất ngờ nhận tin mắc ung thư vú",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/02/shutterstock-11274347811-1604325876842.jpg
"Có 6 dấu hiệu này, nên cảnh giác với bệnh ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/02/5-e-6-a-7-be-0235-c-1828712-d-40-da-1604310211982.jpg
Quan niệm sai lầm về dinh dưỡng trong điều trị ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604938797702.jpg
Phục hồi chức năng nâng cao chất lượng sống cho bệnh nhân ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/02/phuc-hoi-chuc-nang-2-1604305020344.jpeg
Những điều cần làm ngay để tránh ung thư gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/09/1-1604938906555.jpg
Nữ sinh Ngoại thương mắc ung thư từng được Thủ tướng động viên đã khỏi bệnh,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/02/thuy-tien-2-1604295102508.jpeg
"Sụt cân, đi ngoài ra máu, người đàn ông bất ngờ mắc 2 bệnh ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/02/27-1604295730934.jpg
Củ ấu phòng chống ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/cuau-1604225488693.jpg
"10 bệnh ung thư thường gặp nhất ở người trẻ tuổi, cách nhận biết",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/coloncancerinyoungadultsscaled-1604202429470.jpeg
Có phát hiện được sớm ung thư gan?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/viemganb-05-1604208144934.jpg
"Đau lưng, hông: Cảnh giác với bệnh ung thư thường gặp ở nam giới",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/electricbackpainshutterstock-679224700-1604224705269.jpg
"Chịu khó ăn 13 loại thực phẩm này, bạn không còn lo về ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/typesof-citrus-fruits-1274-1604198298490.jpg
Thành viên của nhóm nhạc Nhật Bản ngừng hoạt động vì bị ung thư hạch,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/11/01/unnamed-16040468297001454531885-crop-1604046849258466728065-1604224898586.jpg
"Chuyên gia: Cà phê làm chậm xơ hóa gan, ngăn ngừa ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/espressocoffeecupwithbeansontablerestricted-1604161816214.jpg
Nên tầm soát ung thư đại tràng từ độ tuổi nào?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/ung-thu-dai-trang-1604133231392.jpg
Những điều cần biết về bệnh ung thư nguy hiểm số 2 Việt Nam,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/nhung-dieu-can-biet-ve-benh-ung-thu-nguy-hiem-so-2-viet-namdocx-1604151439301.jpeg
Ung thư thanh quản được điều trị như thế nào?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/ung-thu-thanh-quan-duoc-dieu-tri-nhu-the-naodocx-1604152633313.jpeg
6 triệu chứng ung thư vú mà không sờ thấy khối u,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2019/12/12/ungthuvu-09-1576136094658.jpg
Dấu hiệu đau phổ biến này có thể cảnh báo bệnh ung thư nguy hiểm,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/ungthuthan-11-1604117703411.jpg
"Vàng da, vàng mắt: Không chỉ là dấu hiệu của bệnh gan",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/30/jaundiceyelloweyes-1604051756210.jpg
Dấu hiệu bất ngờ ở lưng cảnh báo ung thư phổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/31/dau-hieu-bat-ngo-o-lung-canh-bao-ung-thu-phoi-1-1604152827324.jpg
"Khó phát hiện sớm ung thư xương, cần cảnh giác nếu cơ thể có dấu hiệu này",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/30/wheredoesbonecancerusuallystart-1604069418464.jpg
Mầm mống gây ung thư có thể lây lan qua… nụ hôn,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/20201029211631-1603981033840.png
Dùng laser điều trị ung thư bàng quang không xâm lấn cơ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/30/b-1604028928783.jpg
"Học người Nhật loại đồ uống này, giúp sống thọ, ngừa ung thư, béo phì",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/30/matcha-green-tea-1604023382018.jpg
Đau lưng trên hoặc cổ: Dấu hiệu ít biết của bệnh ung thư vú,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/42175074-ml-1603979069234.jpg
"Đi ngoài phân đen, dấu hiệu của ung thư dạ dày",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/hinh-1-khoi-u-trong-da-day-bi-ton-thuong-1603982462232.jpg
"Có một trong 7 dấu hiệu này, chị em cần nghĩ đến ung thư cổ tử cung",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2019/12/02/ungthucotucung-13-1575271661364.jpg
Ung thư phổi liệu có thể phát hiện sớm?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/lung-cancer-composite-image-g-1148110219-1603965550108.jpg
"""Tảng băng chìm"" gây ung thư gan qua mặt được các xét nghiệm",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/20191118074109340960-viemganbmax-800-x-800-1-1603904250511.jpg
Nữ bệnh nhân 22 tuổi “vượt qua” ung thư để được làm mẹ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/13-f-5-bf-483-ea-5-c-0-fb-99-b-4-1603944158399.jpg
Ứng dụng trí tuệ nhân tạo trong nội soi đại tràng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/29/noisoitieuhoahoanglong-160368136155911938199-1603904613767.jpg
"7 bệnh ung thư phổ biến nhất ở trẻ, dấu hiệu nhận biết",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/shutterstock-159655766800-x-480-1603900420692.jpg
Nam giới có những yếu tố này dễ mắc bệnh ung thư vú hơn,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/20200803072451104462-male-breast-cancermax-800-x-800-1603898994470.jpg
"Đến viện để khám vú, người phụ nữ tình cờ phát hiện ung thư cổ tử cung",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/ungthucotucung-1603548509784-1-1603882142255.jpg
Khi nào cơn đau đầu cảnh báo ung thư phổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/khi-nao-con-dau-dau-canh-bao-ung-thu-phoi-1-1603900787241.jpg
Sắp có vắc xin điều trị và ngăn ngừa ung thư phổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/sap-co-vac-xin-dieu-tri-va-ngan-ngua-ung-thu-phoi-1-1603900614939.jpg
Bệnh nhân ung thư đại trực tràng sống được bao lâu?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/28/benh-nhan-ung-thu-dai-truc-trang-song-duoc-bao-laudocx-1603857090146.jpeg
Chảy máu vùng kín sau quan hệ: Dấu hiệu cảnh báo nhiều bệnh nguy hiểm,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/womanlyinginbedholdingstomachwithabdominalcrampsbeforeperiodsandmenstrualpain-1603808474857.jpg
Căn nguyên của 20% ca tử vong do ung thư có thể lây qua đường tình dục,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/13-tipchuyengiuongchieuelleman-1603805229148.png
Sinh thiết vú hút chân không giúp phát hiện sớm ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/b-6-1603790896976.png
5 nguyên nhân khiến ung thư dạ dày ở Việt Nam gia tăng và trẻ hóa,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/a-7-bc-07396-c-2-b-9075-c-93-a-431595563511311-1603784679949.jpg
Nổi hạch ở nách lâu ngày không hết có đáng ngại?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/20200716-hachonach-01-1603773324353.jpg
Tưởng sưng miệng do xương đâm nào ngờ ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/ungthukhoangmiengjpg-1-1603640266223.jpg
"Những thực phẩm 'rút ngắn tuổi thọ', nhiều người Việt nghiện ăn hàng ngày",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/27/1-ans-1-oxdhvcyu-0-gtqlnb-3-uqperf-1603758898077.jpeg
Kỹ thuật nội soi hoàn toàn cắt dạ dày và vét hạch D2,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/tai-xuong-1603640686817.jpg
7 nguyên tắc phòng ngừa ung thư mà ai cũng có thể thực hiện,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/26/happy-1603687192977.jpg
Bệnh nhân ung thư hiến giác mạc giúp 2 người tìm lại ánh sáng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/26/ghep-giac-mac-3-1603694921597.jpg
3 cách tiết kiệm sẽ đẩy chúng ta đến gần hơn với bệnh ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/16-o-2-ni-0-vz-s-ie-r-82-bpzeu-q-1603633212002.jpeg
7 bệnh ung thư có tỷ lệ sống sót sau 5 năm cao nhất,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/hodgkinslymphoma-1603633122006.jpg
Ngày càng có nhiều người Việt mắc ung thư đại trực tràng vì thói quen này,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/ungthudaitructrangtanggap-3-donguoivietthichansuongmieng-2-1603611168640.jpg
Tăng nguy cơ ung thư vì bỏ sót polyp đại tràng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/26/mgl-0259-1603673043681.jpg
"Có một trong những tác nhân này, bạn cần đề phòng ung thư hạch",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/ungthuhachj-1603631777789.jpg
"4 bệnh ung thư phổ biến nhất ở nữ giới, ai có nguy cơ mắc bệnh cao nhất",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/73933617-cms-1603613210197.png
Bệnh nhân ung thư đang điều trị cần biết điều này để tốt cho cơ thể,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/dinhduong-1603590951486.jpg
Bữa sáng ngon nhưng không nên ăn để tránh ung thư đường ruột,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/25/bua-sang-ngon-nhung-khong-nen-an-de-tranh-ung-thu-duong-ruot-1-1603613472866.jpg
Vắc xin phòng ung thư có giúp miễn nhiễm hoàn toàn với bệnh?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/cervical-cancer-vaccine-prevention-shutterstock-1603539877558.png
Người có các vấn đề này cần đề phòng ung thư xương,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/osteosarcoma-bone-cancer-1603550031677.jpg
Chị em sẽ được khám gì khi tầm soát sớm ung thư cổ tử cung?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/ungthucotucung-1603548509784.jpg
Dấu hiệu thầm lặng của bệnh ung thư gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/ungthugan-11-1603547699264.jpg
Nổi hạch ở cổ có phải là dấu hiệu của bệnh ung thư?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/cucuoco-51543821494762868841830-crop-15438215913341796753051-1603526162878.jpg
"6 nhóm thực phẩm tế bào ung thư ""cực thích"", cần tránh xa càng sớm càng tốt",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/1603416113-c-0860-ff-52265-e-379-fa-0527-bcf-4-e-227-aa-1603540335156.jpg
Hai cha con cùng mắc ung thư đại trực tràng vì một thói quen ăn uống,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/hai-cha-con-cung-mac-ung-thu-dai-truc-trang-vi-mot-thoi-quen-an-uong-1-1603550418478.jpg
Bạn cần biết 6 dấu hiệu cảnh báo ung thư thận trước khi quá muộn,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2019/10/25/ungthuthan-1-1572001958113.jpg
Bệnh viện K hỗ trợ bệnh nhân ung thư sống tại vùng thiệt hại do mưa lũ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/23/img-6769-1603464392010.jpeg
Hai người trong một gia đình kịp thời phát hiện ung thư vú nhờ... nuôi chó,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/24/ungthucnn-1595527473550977688254-1603540479004.jpg
6 dấu hiệu cảnh báo ung thư chị em cần đặc biệt chú ý,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/23/tukhamvunhuthenaodecothephathienungthusom-1556251852-1603450872581.jpg
"Cho tinh trùng ""ngủ đông"" để bảo vệ cơ hội làm bố của bệnh nhân ung thư",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/dscf-3095-1603380425087.jpg
"Phù to chi sau điều trị ung thư vú, xử trí thế nào?",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/mg-191515667986977111387263363-1603300277529.jpg
Điều trị ung thư tuyến tiền liệt di căn bằng cách nào?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/06/22/ungthutuyentienliet-12-1592813635264.jpg
Giải Nobel Y học mở ra hướng đi mới trong cuộc chiến chống ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/20201021094638348-1603344876863.jpg
Hành trình vượt qua ung thư của 3 người phụ nữ,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/hanh-trinh-vuot-qua-ung-thu-cua-3-nguoi-phu-nudocx-1603349466409.jpeg
"5 bệnh ung thư phổ biến nhất ở nam giới, phòng tránh như thế nào",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/ungthuphoi-1-1603324337937.jpg
"5 bệnh ung thư phổ biến nhất ở nam giới, phòng tránh như thế nào",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/ungthuphoi-1-1603324337937.jpg
5 điều cần làm để ngừa ung thư dạ dày,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2019/12/17/ungthudaday-07-1576596040253.jpg
Vì sao chị em mắc ung thư vú nên tuân thủ việc điều trị?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/22/utv-16032093923511067330040-1603300440521.png
Những triệu chứng của ung thư tuyến giáp,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/291-noihachocovagay-2-1603289102923.jpg
7 dấu hiệu cảnh báo sớm ung thư đại trực tràng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/8-dau-hieu-canh-bao-som-ung-thu-dai-truc-trangdocx-1603270963662.jpeg
Vết loét ở lưỡi nhiều tháng không khỏi: Coi chừng bệnh lý nguy hiểm!,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/tongue-31578323597014-1603211899143.jpeg
"Khám, tầm soát miễn phí ung thư vú cho 1.000 phụ nữ",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/benhvienchoraykhamtamsoatungthuvumienphi-1603250505418.jpg
Những điều cần biết khi ăn phô mai để không gây hại sức khỏe,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/phomai-1-1603244898361.jpg
"Bệnh ung thư ngôi sao phim ""Iron Man"" mắc phải nguy hiểm như thế nào?",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/jeffbridgesrobertdowneyjrironman-1603210580101.jpg
Bệnh nhân ung thư vú có thể sống được bao lâu?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/02/14/ungthuvu-76-1581655392736.jpg
Những dấu hiệu sớm nhất của ung thư cổ tử cung,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/02/27/ungthucotucung-1582814645423.jpg
"Cô gái 29 tuổi vào viện với khối u “quái” 10kg, chảy dịch mủ, vỡ loét",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/unnamed-8-1603187214073.jpg
Mẹ phát hiện con gái mắc bệnh ung thư hiếm gặp nhờ mạng xã hội,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/me-phat-hien-con-gai-mac-benh-ung-thu-hiem-gap-nho-mang-xa-hoi-1-1603286899751.jpg
"Phụ nữ Việt bị ung thư vú ngày càng sớm, 4 dấu hiệu để nhận biết",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/21/phu-nu-viet-bi-ung-thu-vu-ngay-cang-som-4-dau-hieu-de-nhan-biet-2-1603286553461.jpg
"Hàng loạt tòa nhà thắp sáng màu hồng, kêu gọi phòng chống ung thư vú",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/landmark-81-tp-hcm-2-1603155092382.jpg
Nguy hiểm đến từ trào ngược dạ dày thực quản,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/19/nguy-hiem-den-tu-trao-nguoc-da-day-thuc-quandocx-1603118295609.jpeg
5 loại ung thư được khuyến cáo sàng lọc,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/dung-nghe-quang-cao-sang-loc-som-tat-ca-cac-benh-ung-thu-chi-co-5-loai-ung-thu-sau-co-khuyen-cao-sang-loc-1-1603127921253.jpg
4 bệnh ung thư gây đau đớn nhất,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/19/painedman-1603096174617.jpg
"Những thói quen 'giết hại' gan, thận, nhiều người Việt làm hàng ngày",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/20/ansangnhuthenaogiupcothegiamcan-1800-x-4001236-wpor-1603128671301.jpg
Chỉ điểm 3 loại ung thư thường gặp ở người trẻ tuổi,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/18/159843565898357-p-84314731598524944829-1603021745700.jpg
Dấu hiệu của loại ung thư nguy hiểm dễ nhầm với các bệnh khác,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/19/dau-hieu-cua-loai-ung-thu-nguy-hiem-de-nham-voi-cac-benh-khac-1-1603076109427.jpg
Ung thư dạ dày được tầm soát như thế nào?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2019/12/08/ungthudaday-1-1575772236943.jpg
"3 thực phẩm giá rẻ vừa thải độc gan, vừa phòng ung thư hiệu quả",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/18/1734860-carot-1603030838545.jpg
"E ngại không đi khám, nhiều phụ nữ Việt phát hiện ung thư vú khi đã muộn",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/18/tuoilayeutonguycocaocuaungthuvudocx-1582816216078-1602995930927.jpeg
Các giai đoạn phát triển của ung thư cổ tử cung do nhiễm HPV,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/thuphamgayungthucotucung-1522382692321294365634-1602950415793.jpg
Dinh dưỡng cho người bệnh ung thư máu,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/thitdo-1602950791606.jpg
Vì sao ăn mận khô giúp bạn tránh ung thư đại trực tràng?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/images-7-1602948935882.jpeg
Mách bạn cách phòng tránh ung thư miệng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/02/10/ungthukhoangmieng-1-1581326684690.jpg
Tiến bộ trong điều trị ung thư phổi giai đoạn di căn,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/tien-bo-trong-dieu-tri-ung-thu-phoi-giai-doan-di-candocx-1602934070685.jpeg
"Phát hiện sớm ung thư phổi bằng phương pháp đơn giản, giá rẻ",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/tien-bo-trong-dieu-tri-ung-thu-phoi-giai-doan-di-candocx-1602937739479.jpeg
Hay đau nhức về đêm có thể là dấu hiệu của loại ung thư nguy hiểm,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/ungthuxuong-1602924583349.jpg
"Phát hiện cơ quan chưa từng biết trong cơ thể người, giúp chữa ung thư an toàn",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/phat-hien-co-quan-chua-tung-biet-trong-co-the-nguoi-giup-chua-ung-thu-an-toan-1-1602947719778.jpg
Những dấu hiệu cảnh báo ung thư vòm họng,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/17/ung-thu-vom-1602893743718.jpg
5 bệnh ung thư người Việt mắc nhiều nhất,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/nhung-dieu-can-biet-ve-ung-thu-da-daydocx-1602855797574.jpeg
Những điều cần biết về bệnh ung thư phổ biến nhất ở nữ giới,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/xetnghiemtamsoatungthuvu-1602832522475.jpg
"Người đàn ông chết vì ung thư gan dù chưa từng uống rượu, hút thuốc",https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/nguoi-dan-ong-chet-vi-ung-thu-gan-du-chua-tung-uong-ruou-hut-thuoc-1-1602857099409.jpg
Lý do khiến chàng trai 20 tuổi đã mắc ung thư gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/muontranhungthugandayla-4-dieucanlamngaylaptuc-1602811035991.jpg
Loại rau sở hữu chất chống ung thư mạnh nhất bán đầy chợ Việt,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/15/suploxanh-1602754733396.jpg
Dấu hiệu lộ trên mặt của ung thư phổi nhưng ít người biết,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/dau-hieu-lo-tren-mat-cua-ung-thu-phoi-nhung-it-nguoi-biet-1-1602831194902.jpg
Mắc ung thư miệng vì thói quen ăn trầu để tỉnh táo khi lái xe,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/15/img-3165-sm-1280-x-720-1602749579050.jpg
4 loại thức uống đứng hàng đầu về khả năng phòng ngừa ung thư,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/15/homemadetomatojuicehoriza-1200-1602734601640.jpg
Dấu hiệu “chỉ điểm” loại ung thư đàn ông có nguy cơ cao gấp 3 lần nữ giới,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/15/unnamed-1602737239449.jpg
Nhiều phụ nữ “tá hỏa” vì cơ thể mang tinh hoàn của nam giới,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/15/cat-tinh-hoan-1602741097069.jpg
Món nhiều người Việt thích ăn hàng ngày tàn phá gan,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/10/16/mon-nhieu-nguoi-viet-thich-an-hang-ngay-tan-pha-gan-1-1602855148938.jpg
Những ai cần đề phòng bệnh ung thư gan “ghé thăm”?,https://icdn.dantri.com.vn/zoom/480_320/filters:quality(0)/2020/01/19/ungthugan-09-1579419472620.png
